# Annotated with Bakta
# Software: v1.12.1
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	204629	204916	+	BBGPBF_00192		1,2-phenylacetyl-CoA epoxidase subunit B	SO:0001217, UniRef:UniRef50_A0A7Y0A6X8
contig_1	cds	204924	205679	+	BBGPBF_00193	paaC	Phenylacetate-CoA oxygenase subunit PaaC	SO:0001217, UniRef:UniRef50_A0A1S2FW27
contig_1	cds	205691	206188	+	BBGPBF_00194		Phenylacetic acid degradation protein	SO:0001217, UniRef:UniRef50_A0A377ZHK2
contig_1	cds	206196	207266	+	BBGPBF_00195		3-ketosteroid-9-alpha-hydroxylase reductase subunit	SO:0001217, UniRef:UniRef50_A0A9N8D430
contig_1	cds	207263	208030	+	BBGPBF_00196	phaA	Enoyl-CoA hydratase/isomerase PhaA	SO:0001217, UniRef:UniRef50_Q1I9V4
contig_1	cds	208033	208821	+	BBGPBF_00197		Enoyl-CoA hydratase	SO:0001217, UniRef:UniRef50_C1A789
contig_1	cds	208825	210246	+	BBGPBF_00198		3-hydroxyacyl-CoA dehydrogenase	SO:0001217, UniRef:UniRef50_A0A3S4K9K8
contig_1	cds	210236	210658	+	BBGPBF_00199	paaI	Acyl-coenzyme A thioesterase PaaI	SO:0001217, UniRef:UniRef50_A0A128F4A1
contig_1	cds	210658	211863	+	BBGPBF_00200		Beta-ketoadipyl-CoA thiolase	SO:0001217, UniRef:UniRef50_A0A1L9NX64
contig_1	cds	211890	213206	+	BBGPBF_00201		Phenylacetate-coenzyme A ligase	SO:0001217, UniRef:UniRef50_Q9L9C1
contig_1	cds	213309	214244	+	BBGPBF_00202	paaX	Transcriptional repressor PaaX	SO:0001217, UniRef:UniRef50_P76086
contig_1	cds	214254	214850	+	BBGPBF_00203	caiE	Carnitine operon protein CaiE	SO:0001217, UniRef:UniRef50_A0A376W173
contig_1	cds	214862	215269	+	BBGPBF_00204		CENP-V/GFA domain-containing protein	SO:0001217, UniRef:UniRef50_Q6LL62
contig_1	cds	215306	215911	-	BBGPBF_00205	azoR	FMN-dependent NADH-azoreductase	BlastRules:WP_000048924, EC:1.7.1.17, SO:0001217, UniRef:UniRef50_P41407
contig_1	cds	216116	220018	+	BBGPBF_00206	hrpA	ATP-dependent RNA helicase HrpA	SO:0001217, UniRef:UniRef50_A0A960GL69
contig_1	cds	220079	220738	-	BBGPBF_00207		O-methyltransferase	SO:0001217, UniRef:UniRef50_A7MEK1
contig_1	cds	220754	222133	-	BBGPBF_00208		Efflux transporter outer membrane subunit	SO:0001217, UniRef:UniRef50_A8AGG4
contig_1	cds	222130	223215	-	BBGPBF_00209	hlyD	Secretion protein HlyD	SO:0001217, UniRef:UniRef50_T0GNH4
contig_1	cds	223244	224896	-	BBGPBF_00210		MFS transporter	SO:0001217, UniRef:UniRef50_A0A0H3CK13
contig_1	cds	224896	225327	-	BBGPBF_00211		Salmolysin	SO:0001217, UniRef:UniRef50_A0A2X2EMM2
contig_1	cds	225435	226382	-	BBGPBF_00212	pgrR	HTH-type transcriptional regulator PgrR	SO:0001217, UniRef:UniRef50_A0A486N464
contig_1	cds	226483	227481	+	BBGPBF_00213		Aldo-keto reductase	SO:0001217, UniRef:UniRef50_A0A060VIC4
contig_1	cds	227637	228911	-	BBGPBF_00214		Glutamate dehydrogenase	SO:0001217, UniRef:UniRef50_N9C2I3
contig_1	cds	229440	230645	+	BBGPBF_00215		Succinylornithine transaminase	SO:0001217, UniRef:UniRef50_Q8D0D7
contig_1	cds	230664	231686	+	BBGPBF_00216		Arginine N-succinyltransferase	SO:0001217, UniRef:UniRef50_Q7N2G8
contig_1	cds	231677	233143	+	BBGPBF_00217		N-succinylglutamate 5-semialdehyde dehydrogenase	SO:0001217, UniRef:UniRef50_P76217
contig_1	cds	233165	234505	+	BBGPBF_00218		N-succinylarginine dihydrolase	SO:0001217, UniRef:UniRef50_Q4K838
contig_1	cds	234516	235511	+	BBGPBF_00219		Succinylglutamate desuccinylase	SO:0001217, UniRef:UniRef50_A0A377W4Q3
contig_1	cds	235521	236951	+	BBGPBF_00220		D-serine/D-alanine/glycine transporter	SO:0001217, UniRef:UniRef50_A0A377WLS9
contig_1	cds	237158	238483	-	BBGPBF_00221		MFS transporter	SO:0001217, UniRef:UniRef50_A0A4R5VSM1
contig_1	cds	238864	239664	+	BBGPBF_00222		DUF218 domain-containing protein	SO:0001217, UniRef:UniRef50_A6T8L0
contig_1	cds	239862	241301	+	BBGPBF_00223		Lactaldehyde dehydrogenase	SO:0001217, UniRef:UniRef50_P25553
contig_1	cds	241350	242348	-	BBGPBF_00224		Glyceraldehyde-3-phosphate dehydrogenase	SO:0001217, UniRef:UniRef50_O52631
contig_1	cds	242631	242789	+	BBGPBF_00225		hypothetical protein	
contig_1	cds	242824	243216	-	BBGPBF_00226		hypothetical protein	
contig_1	cds	243467	243700	-	BBGPBF_00227	yedF	Putative sulfur carrier protein YedF	SO:0001217, UniRef:UniRef50_A0A066RAR0
contig_1	cds	243697	244905	-	BBGPBF_00228		Inner membrane protein	SO:0001217, UniRef:UniRef50_A3N3R5
contig_1	cds	245009	245362	-	BBGPBF_00229		DUF1304 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6M1SS96
contig_1	cds	245599	246078	+	BBGPBF_00230		hypothetical protein	
contig_1	cds	246148	246351	-	BBGPBF_00231	ydfZ	Putative selenoprotein YdfZ	SO:0001217, UniRef:UniRef50_P64463
contig_1	cds	246663	247691	+	BBGPBF_00232	corA	Magnesium transporter CorA	SO:0001217, UniRef:UniRef50_A0A095TDC5
contig_1	cds	247705	248877	-	BBGPBF_00233	malY	Protein MalY	SO:0001217, UniRef:UniRef50_P23256
contig_1	cds	248929	250521	-	BBGPBF_00234		PTS system maltose and glucose-specific transporter subunit IICB	SO:0001217, UniRef:UniRef50_A0A376DJN6
contig_1	cds	250694	251722	+	BBGPBF_00235	malI	Maltose regulon regulatory protein MalI	SO:0001217, UniRef:UniRef50_P18811
contig_1	cds	251762	253288	-	BBGPBF_00236	ydgA	Protein YdgA	SO:0001217, UniRef:UniRef50_P77804
contig_1	cds	253408	254586	-	BBGPBF_00237		Mannose-6-phosphate isomerase	SO:0001217, UniRef:UniRef50_P25081
contig_1	cds	254788	256434	+	BBGPBF_00238		Fumarate hydratase class I	SO:0001217, UniRef:UniRef50_A0A5C1MBS7
contig_1	cds	256774	258174	+	BBGPBF_00239		Fumarate hydratase class II	SO:0001217, UniRef:UniRef50_Q9KCX4
contig_1	cds	258164	259096	-	BBGPBF_00240		DNA replication terminus site-binding protein	SO:0001217, UniRef:UniRef50_P16525
contig_1	cds	259172	260473	-	BBGPBF_00241		histidine kinase	SO:0001217, UniRef:UniRef50_A0A3N0G4L4
contig_1	cds	260730	261092	-	BBGPBF_00242		DUF1850 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A378F223
contig_1	cds	261174	261488	+	BBGPBF_00243		hypothetical protein	
contig_1	cds	261333	262052	-	BBGPBF_00244	rstA	Transcriptional regulatory protein RstA	SO:0001217, UniRef:UniRef50_P52108
contig_1	cds	262181	262516	+	BBGPBF_00245	glpM	Membrane protein GlpM	SO:0001217, UniRef:UniRef50_P52112
contig_1	cds	262513	263235	-	BBGPBF_00246		Dihydromonapterin reductase	SO:0001217, UniRef:UniRef50_A6T8N3
contig_1	cds	263272	264654	-	BBGPBF_00247		Putative arginine/ornithine antiporter	SO:0001217, UniRef:UniRef50_P0AAE5
contig_1	cds	264832	265782	-	BBGPBF_00248		YdgH/BhsA/McbA-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A389MD34
contig_1	cds	266304	267833	+	BBGPBF_00249		NAD(P) transhydrogenase subunit alpha	SO:0001217, UniRef:UniRef50_A0A918K2X3
contig_1	cds	267844	269232	+	BBGPBF_00250		NAD(P) transhydrogenase subunit beta	SO:0001217, UniRef:UniRef50_Q5DZZ1
contig_1	cds	269348	269569	+	BBGPBF_00251		Cytoplasmic protein	SO:0001217, UniRef:UniRef50_A0A3S4GZ64
contig_1	cds	269679	270629	-	BBGPBF_00252		Universal stress protein E	SO:0001217, UniRef:UniRef50_A0A2N5ER17
contig_1	cds	270768	271520	-	BBGPBF_00253	fnr	fumarate/nitrate reduction transcriptional regulator Fnr	BlastRules:WP_000611911, BlastRules:WP_003243241, BlastRules:WP_005662331, SO:0001217, UniRef:UniRef50_A0A376YAA1
contig_1	cds	271715	272230	-	BBGPBF_00254		Methylated-DNA--protein-cysteine methyltransferase	SO:0001217, UniRef:UniRef50_P0AFH0
contig_1	cds	272523	272681	+	BBGPBF_00255		Phosphatidate cytidylyltransferase	SO:0001217, UniRef:UniRef50_A0A0H3GSD4
contig_1	cds	272714	274240	-	BBGPBF_00256		p-aminobenzoyl-glutamate transport protein	SO:0001217, UniRef:UniRef50_P46133
contig_1	cds	274360	275805	-	BBGPBF_00257		Peptidase M20 domain-containing protein 2	SO:0001217, UniRef:UniRef50_A0A378BAE0
contig_1	cds	275805	277115	-	BBGPBF_00258		p-aminobenzoyl-glutamate hydrolase subunit A	SO:0001217, UniRef:UniRef50_P77357
contig_1	cds	277282	278190	+	BBGPBF_00259	abgR	HTH-type transcriptional regulator AbgR	SO:0001217, UniRef:UniRef50_P77744
contig_1	cds	278292	278855	+	BBGPBF_00260		Smr domain-containing protein	SO:0001217, UniRef:UniRef50_A0AAX3JCV6
contig_1	cds	278852	279658	-	BBGPBF_00261	iclR	IclR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A0J8YC79
contig_1	cds	279828	280514	+	BBGPBF_00262		3-oxoadipate CoA-transferase	SO:0001217, UniRef:UniRef50_I4N3T8
contig_1	cds	280525	281181	+	BBGPBF_00263		3-oxoadipate CoA-transferase	SO:0001217, UniRef:UniRef50_A0A5C5QEZ5
contig_1	cds	281192	282394	+	BBGPBF_00264		Beta-ketoadipyl-CoA thiolase	SO:0001217, UniRef:UniRef50_Q8VPF1
contig_1	cds	282404	283756	+	BBGPBF_00265		3-carboxy-cis,cis-muconate cycloisomerase	SO:0001217, UniRef:UniRef50_W0L8N7
contig_1	cds	283746	284510	+	BBGPBF_00266		3-carboxy-cis,cis-muconate cycloisomerase	SO:0001217, UniRef:UniRef50_W8VGZ3
contig_1	cds	284503	284892	+	BBGPBF_00267		4-carboxymuconolactone decarboxylase	SO:0001217, UniRef:UniRef50_A0A089PM24
contig_1	cds	285418	287034	-	BBGPBF_00268		Small-conductance mechanosensitive channel	SO:0001217, UniRef:UniRef50_A0A0H3CK53
contig_1	cds	287197	288849	-	BBGPBF_00269		Fumarate hydratase class I	SO:0001217, UniRef:UniRef50_A0A5C1MBS7
contig_1	cds	288904	290337	-	BBGPBF_00270		L-tartrate/succinate antiporter	SO:0001217, UniRef:UniRef50_P39414
contig_1	cds	291057	293834	+	BBGPBF_00271		Fumarate reductase flavoprotein subunit	SO:0001217, UniRef:UniRef50_A0A7H4MJG9
contig_1	cds	293902	294852	+	BBGPBF_00272		FAD:protein FMN transferase	SO:0001217, UniRef:UniRef50_E0SKV0
contig_1	cds	294833	295552	-	BBGPBF_00273		Transcriptional regulatory protein	SO:0001217, UniRef:UniRef50_D4E5B0
contig_1	cds	295549	297165	-	BBGPBF_00274		histidine kinase	SO:0001217, UniRef:UniRef50_D4E5B1
contig_1	cds	297321	297677	+	BBGPBF_00275		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0H3GWX3
contig_1	cds	297841	298761	+	BBGPBF_00276		N-acetylmuramic acid 6-phosphate etherase	SO:0001217, UniRef:UniRef50_A0A7H0ME79
contig_1	cds	299035	300681	+	BBGPBF_00277		putative malate:quinone oxidoreductase	SO:0001217, UniRef:UniRef50_A4WCM3
contig_1	cds	300838	301764	+	BBGPBF_00278		Malonate utilization transcriptional regulator	SO:0001217, UniRef:UniRef50_P52684
contig_1	cds	301754	302656	-	BBGPBF_00279		Malonyl CoA-acyl carrier protein transacylase	SO:0001217, UniRef:UniRef50_A0A0C7KEC6
contig_1	cds	302656	303273	-	BBGPBF_00280		Phosphoribosyl-dephospho-CoA transferase	SO:0001217, UniRef:UniRef50_P71426
contig_1	cds	303277	304236	-	BBGPBF_00281		AEC family transporter	SO:0001217, UniRef:UniRef50_A0A0H3CSN5
contig_1	cds	304373	305173	-	BBGPBF_00282		Biotin-independent malonate decarboxylase subunit gamma	SO:0001217, UniRef:UniRef50_A0A4S3LMW6
contig_1	cds	305173	306006	-	BBGPBF_00283		hypothetical protein	
contig_1	cds	305999	306298	-	BBGPBF_00284		Malonate decarboxylase acyl carrier protein	SO:0001217, UniRef:UniRef50_O32712
contig_1	cds	306316	307158	-	BBGPBF_00285		putative 2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase	SO:0001217, UniRef:UniRef50_A0A4Q9R2L8
contig_1	cds	307158	308813	-	BBGPBF_00286		Acetyl-S-ACP:malonate ACP transferase	SO:0001217, UniRef:UniRef50_A0A2N7VU81
contig_1	cds	309038	310072	-	BBGPBF_00287	tqsA	AI-2 transport protein TqsA	SO:0001217, UniRef:UniRef50_P0AFS5
contig_1	cds	310515	310877	+	BBGPBF_00288	kpnE	multidrug efflux SMR transporter subunit KpnE	BlastRules:WP_004179723, SO:0001217, UniRef:UniRef50_P69212
contig_1	cds	310864	311193	+	BBGPBF_00289	kpnF	multidrug efflux SMR transporter subunit KpnF	BlastRules:WP_002903683, SO:0001217, UniRef:UniRef50_Q0WF87
contig_1	cds	311367	312179	-	BBGPBF_00290		Serine protease	SO:0001217, UniRef:UniRef50_A0A0M2F2K9
contig_1	cds	312661	312765	+	BBGPBF_00291	eamA	EamA family transporter	SO:0001217, UniRef:UniRef50_A0A377ZQ56
contig_1	cds	313161	313532	+	BBGPBF_00292		hypothetical protein	
contig_1	cds	313709	315196	-	BBGPBF_00293		Metal-dependent carboxypeptidase	SO:0001217, UniRef:UniRef50_A0A085JEK2
contig_1	cds	315536	316786	-	BBGPBF_00294	ynfM	Inner membrane transport protein YnfM	SO:0001217, UniRef:UniRef50_P43531
contig_1	cds	316917	317819	+	BBGPBF_00295		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0P9U4N3
contig_1	cds	317940	319163	+	BBGPBF_00296		DNA-binding transcriptional repressor Mlc	SO:0001217, UniRef:UniRef50_P50456
contig_1	cds	319291	319986	+	BBGPBF_00297	bioD	ATP-dependent dethiobiotin synthetase BioD	SO:0001217, UniRef:UniRef50_A0A0J1CFJ2
contig_1	cds	319939	321234	-	BBGPBF_00298	clcB	Putative voltage-gated ClC-type chloride channel ClcB	SO:0001217, UniRef:UniRef50_A0A2L1C0B0
contig_1	cds	321368	321976	-	BBGPBF_00299	dmsD	Tat proofreading chaperone DmsD	SO:0001217, UniRef:UniRef50_A0A2P8VGQ4
contig_1	cds	322018	322875	-	BBGPBF_00300	ynfH	Anaerobic dimethyl sulfoxide reductase chain YnfH	SO:0001217, UniRef:UniRef50_P76173
contig_1	cds	322877	323494	-	BBGPBF_00301		Anaerobic dimethyl sulfoxide reductase chain B	SO:0001217, UniRef:UniRef50_P45003
contig_1	cds	323505	325940	-	BBGPBF_00302		Anaerobic dimethyl sulfoxide reductase subunit A	SO:0001217, UniRef:UniRef50_A0A486MVR8
contig_1	cds	326091	326360	-	BBGPBF_00303		DUF1161 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1B7L735
contig_1	cds	326462	327172	+	BBGPBF_00304		UPF0257 lipoprotein CWN47_32935	SO:0001217, UniRef:UniRef50_A0A087FJD9
contig_1	cds	327166	327726	-	BBGPBF_00305		Spermidine N(1)-acetyltransferase	SO:0001217, UniRef:UniRef50_P0DKR8
contig_1	cds	327804	328145	-	BBGPBF_00306		hypothetical protein	
contig_1	cds	328290	328616	+	BBGPBF_00307		Small multidrug resistance family-3 protein	SO:0001217, UniRef:UniRef50_A0A3A3FKG6
contig_1	cds	328730	330013	+	BBGPBF_00308		hypothetical protein	
contig_1	cds	330267	331730	+	BBGPBF_00309		D-mannonate oxidoreductase	SO:0001217, UniRef:UniRef50_P39160
contig_1	cds	331995	332426	+	BBGPBF_00310		Universal stress protein	SO:0001217, UniRef:UniRef50_A0A285B4A3
contig_1	cds	332477	333163	-	BBGPBF_00311		HTH gntR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A7MLC1
contig_1	cds	333255	334004	-	BBGPBF_00312	aabA	putative NADP-dependent dehydrogenase in aabA 3'region	SO:0001217, UniRef:UniRef50_P39884
contig_1	cds	334135	336180	+	BBGPBF_00313		Dipeptidyl carboxypeptidase Dcp	SO:0001217, UniRef:UniRef50_A0A377X8M5
contig_1	cds	336258	336644	-	BBGPBF_00314		Nuclear transport factor 2 family protein	SO:0001217, UniRef:UniRef50_A0A0H3FVR0
contig_1	cds	336672	337514	+	BBGPBF_00315		Arabinose operon regulatory protein	SO:0001217, UniRef:UniRef50_A0A377W1T4
contig_1	cds	337565	338239	-	BBGPBF_00316		Abasic site processing protein	SO:0001217, UniRef:UniRef50_A0AA40NFH5
contig_1	cds	338712	339347	-	BBGPBF_00317		HTH luxR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A9P3P832
contig_1	cds	339756	339860	-	BBGPBF_00318		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A8B6IMM2
contig_1	ncRNA-region	340300	340364	+			FourU thermometer RNA element	RFAM:RF01795, SO:0002168
contig_1	cds	340358	340831	+	BBGPBF_00319	ibpA	Small heat shock protein IbpA	SO:0001217, UniRef:UniRef50_A0A6P1Q446
contig_1	cds	340997	341509	+	BBGPBF_00320		2-oxo-tetronate isomerase	SO:0001217, UniRef:UniRef50_A0A495AE05
contig_1	cds	341530	342747	-	BBGPBF_00321	bluF	Blue light- and temperature-regulated antirepressor BluF	SO:0001217, UniRef:UniRef50_A0A0E1GWN2
contig_1	cds	343298	343909	-	BBGPBF_00322		HTH luxR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A8B6IR71
contig_1	cds	344205	345146	+	BBGPBF_00323	araC	AraC family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A658ZYW7
contig_1	cds	345173	346537	-	BBGPBF_00324	ygbN	Inner membrane permease YgbN	SO:0001217, UniRef:UniRef50_Q46892
contig_1	cds	346595	347377	-	BBGPBF_00325		AP endonuclease, family 2	SO:0001217, UniRef:UniRef50_D4E8Z7
contig_1	cds	347382	348002	-	BBGPBF_00326		3-oxo-tetronate 4-phosphate decarboxylase	SO:0001217, UniRef:UniRef50_Q6CZ24
contig_1	cds	347995	349260	-	BBGPBF_00327		3-oxo-tetronate kinase	SO:0001217, UniRef:UniRef50_P44093
contig_1	cds	349272	350174	-	BBGPBF_00328		L-threonate dehydrogenase	SO:0001217, UniRef:UniRef50_A0A519FDU3
contig_1	cds	350435	351196	+	BBGPBF_00329	deoR	DeoR family transcriptional regulator	SO:0001217, UniRef:UniRef50_Q849X9
contig_1	cds	351217	352077	-	BBGPBF_00330	blaSHV-28	broad-spectrum class A beta-lactamase SHV-28	NCBIProtein:WP_004179754.1, SO:0001217, UniRef:UniRef50_Q9S169
contig_1	cds	352375	352635	+	BBGPBF_00331		hypothetical protein	
contig_1	cds	352722	353810	+	BBGPBF_00332		ATPase AAA-type core domain-containing protein	SO:0001217, UniRef:UniRef50_A8ARP7
contig_1	cds	353841	355106	-	BBGPBF_00333		MFS transporter	SO:0001217, UniRef:UniRef50_A0A8G2E8C2
contig_1	cds	355161	358268	-	BBGPBF_00334		Beta-galactosidase	SO:0001217, UniRef:UniRef50_P06219
contig_1	cds	358465	359529	+	BBGPBF_00335		Lactose operon repressor	SO:0001217, UniRef:UniRef50_P06220
contig_1	cds	359783	360223	+	BBGPBF_00336		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A085G0J9
contig_1	cds	360276	360494	-	BBGPBF_00337		DUF4177 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0H3GN26
contig_1	cds	360460	361557	-	BBGPBF_00338	araC	AraC family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A0C7K724
contig_1	cds	361625	362023	+	BBGPBF_00339		Rhodanese domain-containing protein	SO:0001217, UniRef:UniRef50_V4NMF6
contig_1	cds	362172	363275	+	BBGPBF_00340		5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	SO:0001217, UniRef:UniRef50_A0A932AVI0
contig_1	cds	363447	364718	+	BBGPBF_00341		Urea ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A4P6KY06
contig_1	cds	364780	366354	+	BBGPBF_00342	urtB	Urea ABC transporter permease subunit UrtB	SO:0001217, UniRef:UniRef50_A7MLB8
contig_1	cds	366354	367427	+	BBGPBF_00343	urtC	Urea ABC transporter permease subunit UrtC	SO:0001217, UniRef:UniRef50_A8AGS9
contig_1	cds	367427	368224	+	BBGPBF_00344	cysA	Sulfate/thiosulfate import ATP-binding protein CysA	SO:0001217, UniRef:UniRef50_A0A399H527
contig_1	cds	368234	368932	+	BBGPBF_00345		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_W9B7Y2
contig_1	cds	368968	369450	-	BBGPBF_00346		DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A377W222
contig_1	cds	369580	370776	-	BBGPBF_00347	ydeE	Uncharacterized MFS-type transporter YdeE	SO:0001217, UniRef:UniRef50_P31126
contig_1	cds	370972	371871	+	BBGPBF_00348	eamA	EamA domain-containing protein	SO:0001217, UniRef:UniRef50_D2BZL8
contig_1	cds	371921	372139	-	BBGPBF_00349	marB	Multiple antibiotic resistance protein MarB	SO:0001217, UniRef:UniRef50_P31121
contig_1	cds	372180	372554	-	BBGPBF_00350	marA	Multiple antibiotic resistance protein MarA	SO:0001217, UniRef:UniRef50_P0A2S4
contig_1	cds	372575	373009	-	BBGPBF_00351	marR	Multiple antibiotic resistance protein MarR	SO:0001217, UniRef:UniRef50_P27245
contig_1	cds	373271	373939	+	BBGPBF_00352	marC	UPF0056 inner membrane protein MarC	SO:0001217, UniRef:UniRef50_P0AEY1
contig_1	cds	374008	375207	-	BBGPBF_00353		Sugar efflux transporter	SO:0001217, UniRef:UniRef50_P31122
contig_1	cds	375409	376203	+	BBGPBF_00354	phzF	PhzF family phenazine biosynthesis protein	SO:0001217, UniRef:UniRef50_A8AFW4
contig_1	cds	376249	377568	-	BBGPBF_00355		Hexuronate transporter	SO:0001217, UniRef:UniRef50_W9B7Y9
contig_1	cds	377632	378582	-	BBGPBF_00356		2-ketogluconate reductase	SO:0001217, UniRef:UniRef50_A0A9Q7ZSF7
contig_1	cds	378668	379552	-	BBGPBF_00357		N-acetylneuraminate lyase	SO:0001217, UniRef:UniRef50_D2TIF2
contig_1	cds	379567	380715	-	BBGPBF_00358		Alcohol dehydrogenase	SO:0001217, UniRef:UniRef50_A0A181U4S5
contig_1	cds	380890	382125	+	BBGPBF_00359		Inner membrane protein	SO:0001217, UniRef:UniRef50_A0A0H3GSP0
contig_1	cds	382118	383104	+	BBGPBF_00360		D-threonate 4-phosphate dehydrogenase	SO:0001217, UniRef:UniRef50_P58718
contig_1	cds	383106	383867	+	BBGPBF_00361		HTH deoR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0H3CK74
contig_1	cds	383882	384826	-	BBGPBF_00362		L-lactate dehydrogenase 2	SO:0001217, UniRef:UniRef50_Q8Y6Z6
contig_1	cds	384971	385453	+	BBGPBF_00363		hypothetical protein	PFAM:PF13508.13, PFAM:PF13673.13
contig_1	cds	385407	386285	-	BBGPBF_00364	yneJ	Uncharacterized HTH-type transcriptional regulator YneJ	SO:0001217, UniRef:UniRef50_P77309
contig_1	cds	386387	387775	+	BBGPBF_00365		Succinate semialdehyde dehydrogenase [NAD(P)+] Sad	SO:0001217, UniRef:UniRef50_P76149
contig_1	cds	387856	388782	+	BBGPBF_00366		Glutaminase	SO:0001217, UniRef:UniRef50_A0A6S6WN78
contig_1	cds	388782	389150	+	BBGPBF_00367		Cytoplasmic protein	SO:0001217, UniRef:UniRef50_W7E836
contig_1	cds	389265	390689	+	BBGPBF_00368		diguanylate cyclase	SO:0001217, UniRef:UniRef50_W9BG95
contig_1	cds	390767	391297	+	BBGPBF_00369		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0J1PP32
contig_1	cds	391411	392862	+	BBGPBF_00370		Altronate oxidoreductase	SO:0001217, UniRef:UniRef50_A8AGR0
contig_1	cds	393116	393562	+	BBGPBF_00371		GCN5-related N-acetyltransferase	SO:0001217, UniRef:UniRef50_F8EUZ2
contig_1	cds	393627	393725	+	BBGPBF_00372		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0H3FSH2
contig_1	cds	394131	394847	+	BBGPBF_00373		Polyprotein	SO:0001217, UniRef:UniRef50_A0A483S9E3
contig_1	cds	394852	395046	+	BBGPBF_00374		hypothetical protein	
contig_1	cds	395596	395976	-	BBGPBF_00375		Tautomerase family protein	SO:0001217, UniRef:UniRef50_A0A0H3GPQ0
contig_1	cds	395967	396287	-	BBGPBF_00376		Carboxymuconolactone decarboxylase-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6S4T8V0
contig_1	cds	396448	397209	-	BBGPBF_00377		Trans-aconitate 2-methyltransferase	SO:0001217, UniRef:UniRef50_J2W0T7
contig_1	cds	397418	397708	-	BBGPBF_00378		DUF2913 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Y6GJ63
contig_1	cds	397937	399124	-	BBGPBF_00379		Uncharacterized MFS-type transporter B6I68_22740	SO:0001217, UniRef:UniRef50_A0A060VN85
contig_1	cds	399280	399702	-	BBGPBF_00380		VOC domain-containing protein	SO:0001217, UniRef:UniRef50_C9Y5C7
contig_1	cds	399911	400546	+	BBGPBF_00381		MFS transporter	SO:0001217, UniRef:UniRef50_A0A2N4YNS0
contig_1	cds	400556	401068	+	BBGPBF_00382		hypothetical protein	
contig_1	cds	401065	401910	-	BBGPBF_00383	lysR	LysR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A223UBD8
contig_1	cds	402000	403058	+	BBGPBF_00384		Propionate 3-nitronate monooxygenase	SO:0001217, UniRef:UniRef50_A0AAJ5UGI5
contig_1	cds	403069	403740	-	BBGPBF_00385		ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A060VHV9
contig_1	cds	403725	404516	-	BBGPBF_00386		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A6D2GCF5
contig_1	cds	404513	405319	-	BBGPBF_00387		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A4S7W2B1
