# Annotated with Bakta
# Software: v1.12.1
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	222130	223215	-	BBGPBF_00209	247.0	5.2e-77	0.911	0.816	0.541	UniRef:UniRef50_T0GNH4
contig_1	cds	223244	224896	-	BBGPBF_00210	541.0	1.5e-186	0.951	0.882	0.537	UniRef:UniRef50_A0A0H3CK13
contig_1	cds	224896	225327	-	BBGPBF_00211	217.0	5.3e-72	1.0	0.929	0.797	UniRef:UniRef50_A0A2X2EMM2
contig_1	cds	225435	226382	-	BBGPBF_00212	607.0	2.9e-220	1.121	1.0	0.887	UniRef:UniRef50_A0A486N464
contig_1	cds	226483	227481	+	BBGPBF_00213	645.0	3.5e-234	1.0	0.856	0.982	UniRef:UniRef50_A0A060VIC4
contig_1	cds	227637	228911	-	BBGPBF_00214	573.0	2.1e-203	0.988	0.942	0.649	UniRef:UniRef50_N9C2I3
contig_1	cds	229440	230645	+	BBGPBF_00215	485.0	1.0e-168	1.007	0.852	0.611	UniRef:UniRef50_Q8D0D7
contig_1	cds	230664	231686	+	BBGPBF_00216	660.0	6.5e-240	0.974	0.823	1.0	UniRef:UniRef50_Q7N2G8
contig_1	cds	231677	233143	+	BBGPBF_00217	569.0	1.2e-198	1.174	0.990	0.538	UniRef:UniRef50_P76217
contig_1	cds	233165	234505	+	BBGPBF_00218	526.0	4.3e-184	1.002	0.927	0.638	UniRef:UniRef50_Q4K838
contig_1	cds	234516	235511	+	BBGPBF_00219	612.0	4.4e-222	1.045	1.0	0.905	UniRef:UniRef50_A0A377W4Q3
contig_1	cds	235521	236951	+	BBGPBF_00220	890.0	0.0	0.981	0.875	1.0	UniRef:UniRef50_A0A377WLS9
contig_1	cds	237158	238483	-	BBGPBF_00221	469.0	4.7e-162	0.939	0.900	0.536	UniRef:UniRef50_A0A4R5VSM1
contig_1	cds	238864	239664	+	BBGPBF_00222	512.0	2.0e-184	0.970	0.908	0.984	UniRef:UniRef50_A6T8L0
contig_1	cds	239862	241301	+	BBGPBF_00223	782.0	3.6e-283	0.946	0.816	0.863	UniRef:UniRef50_P25553
contig_1	cds	241350	242348	-	BBGPBF_00224	434.0	2.5e-151	1.0	0.890	0.660	UniRef:UniRef50_O52631
contig_1	cds	242631	242789	+	BBGPBF_00225	-	-	-	-	-	-
contig_1	cds	242824	243216	-	BBGPBF_00226	-	-	-	-	-	-
contig_1	cds	243467	243700	-	BBGPBF_00227	103.0	3.6e-29	1.0	0.928	0.623	UniRef:UniRef50_A0A066RAR0
contig_1	cds	243697	244905	-	BBGPBF_00228	533.0	2.2e-187	0.975	0.813	0.643	UniRef:UniRef50_A3N3R5
contig_1	cds	245009	245362	-	BBGPBF_00229	126.0	7.2e-37	0.966	0.958	0.584	UniRef:UniRef50_A0A6M1SS96
contig_1	cds	245599	246078	+	BBGPBF_00230	-	-	-	-	-	-
contig_1	cds	246148	246351	-	BBGPBF_00231	138.0	3.9e-43	1.0	0.859	0.985	UniRef:UniRef50_P64463
contig_1	cds	246663	247691	+	BBGPBF_00232	362.0	4.2e-123	0.988	0.991	0.565	UniRef:UniRef50_A0A095TDC5
contig_1	cds	247705	248877	-	BBGPBF_00233	439.0	5.5e-151	1.010	0.887	0.548	UniRef:UniRef50_P23256
contig_1	cds	248929	250521	-	BBGPBF_00234	781.0	1.0e-283	0.808	0.934	0.907	UniRef:UniRef50_A0A376DJN6
contig_1	cds	250694	251722	+	BBGPBF_00235	377.0	2.4e-128	0.985	0.896	0.576	UniRef:UniRef50_P18811
contig_1	cds	251762	253288	-	BBGPBF_00236	933.0	0.0	0.976	0.828	0.972	UniRef:UniRef50_P77804
contig_1	cds	253408	254586	-	BBGPBF_00237	539.0	9.6e-191	0.997	0.924	0.698	UniRef:UniRef50_P25081
contig_1	cds	254788	256434	+	BBGPBF_00238	772.0	1.7e-277	0.973	0.905	0.704	UniRef:UniRef50_A0A5C1MBS7
contig_1	cds	256774	258174	+	BBGPBF_00239	569.0	1.2e-200	0.979	0.968	0.632	UniRef:UniRef50_Q9KCX4
contig_1	cds	258164	259096	-	BBGPBF_00240	603.0	1.4e-218	0.997	0.885	0.990	UniRef:UniRef50_P16525
contig_1	cds	259172	260473	-	BBGPBF_00241	612.0	3.5e-218	0.889	0.833	0.795	UniRef:UniRef50_A0A3N0G4L4
contig_1	cds	260730	261092	-	BBGPBF_00242	232.0	1.1e-78	1.0	1.0	0.892	UniRef:UniRef50_A0A378F223
contig_1	cds	261174	261488	+	BBGPBF_00243	-	-	-	-	-	-
contig_1	cds	261333	262052	-	BBGPBF_00244	363.0	2.7e-126	0.996	0.844	0.765	UniRef:UniRef50_P52108
contig_1	cds	262181	262516	+	BBGPBF_00245	152.0	4.8e-47	0.991	0.866	0.673	UniRef:UniRef50_P52112
contig_1	cds	262513	263235	-	BBGPBF_00246	337.0	2.4e-115	1.300	1.0	0.596	UniRef:UniRef50_A6T8N3
contig_1	cds	263272	264654	-	BBGPBF_00247	728.0	4.0e-263	1.0	0.927	0.822	UniRef:UniRef50_P0AAE5
contig_1	cds	264832	265782	-	BBGPBF_00248	387.0	1.6e-133	1.022	1.006	0.638	UniRef:UniRef50_A0A389MD34
contig_1	cds	266304	267833	+	BBGPBF_00249	777.0	6.5e-281	1.081	1.0	0.753	UniRef:UniRef50_A0A918K2X3
contig_1	cds	267844	269232	+	BBGPBF_00250	582.0	4.8e-205	1.106	0.994	0.628	UniRef:UniRef50_Q5DZZ1
contig_1	cds	269348	269569	+	BBGPBF_00251	95.9	4.4e-26	0.904	0.835	0.727	UniRef:UniRef50_A0A3S4GZ64
contig_1	cds	269679	270629	-	BBGPBF_00252	531.0	1.4e-190	0.984	0.937	0.810	UniRef:UniRef50_A0A2N5ER17
contig_1	cds	270768	271520	-	BBGPBF_00253	480.0	7.5e-175	1.0	1.0	0.976	BlastRules:WP_000611911
contig_1	cds	271715	272230	-	BBGPBF_00254	352.0	3.0e-124	1.0	0.834	0.994	UniRef:UniRef50_P0AFH0
contig_1	cds	272523	272681	+	BBGPBF_00255	78.6	7.3e-20	0.981	0.911	0.765	UniRef:UniRef50_A0A0H3GSD4
contig_1	cds	272714	274240	-	BBGPBF_00256	681.0	1.6e-242	1.112	0.964	0.639	UniRef:UniRef50_P46133
contig_1	cds	274360	275805	-	BBGPBF_00257	455.0	3.2e-155	1.0	0.960	0.532	UniRef:UniRef50_A0A378BAE0
contig_1	cds	275805	277115	-	BBGPBF_00258	528.0	3.5e-185	0.979	0.926	0.635	UniRef:UniRef50_P77357
contig_1	cds	277282	278190	+	BBGPBF_00259	436.0	4.0e-153	1.033	0.981	0.708	UniRef:UniRef50_P77744
contig_1	cds	278292	278855	+	BBGPBF_00260	275.0	4.7e-93	1.0	0.874	0.717	UniRef:UniRef50_A0AAX3JCV6
contig_1	cds	278852	279658	-	BBGPBF_00261	278.0	5.2e-92	0.948	0.917	0.575	UniRef:UniRef50_A0A0J8YC79
contig_1	cds	279828	280514	+	BBGPBF_00262	333.0	1.8e-114	1.022	0.826	0.717	UniRef:UniRef50_I4N3T8
contig_1	cds	280525	281181	+	BBGPBF_00263	301.0	1.1e-102	0.940	0.827	0.712	UniRef:UniRef50_A0A5C5QEZ5
contig_1	cds	281192	282394	+	BBGPBF_00264	472.0	1.5e-164	0.998	0.978	0.619	UniRef:UniRef50_Q8VPF1
contig_1	cds	282404	283756	+	BBGPBF_00265	513.0	3.0e-179	0.982	0.967	0.613	UniRef:UniRef50_W0L8N7
contig_1	cds	283746	284510	+	BBGPBF_00266	489.0	8.3e-176	0.969	0.866	0.996	UniRef:UniRef50_W8VGZ3
contig_1	cds	284503	284892	+	BBGPBF_00267	151.0	2.6e-46	0.969	0.919	0.560	UniRef:UniRef50_A0A089PM24
contig_1	cds	285418	287034	-	BBGPBF_00268	729.0	3.0e-261	0.994	0.971	0.693	UniRef:UniRef50_A0A0H3CK53
contig_1	cds	287197	288849	-	BBGPBF_00269	761.0	2.3e-273	0.969	0.905	0.702	UniRef:UniRef50_A0A5C1MBS7
contig_1	cds	288904	290337	-	BBGPBF_00270	497.0	1.8e-171	0.996	0.910	0.531	UniRef:UniRef50_P39414
contig_1	cds	291057	293834	+	BBGPBF_00271	1532.0	0.0	0.917	1.010	0.953	UniRef:UniRef50_A0A7H4MJG9
contig_1	cds	293902	294852	+	BBGPBF_00272	366.0	7.7e-125	1.006	0.871	0.601	UniRef:UniRef50_E0SKV0
contig_1	cds	294833	295552	-	BBGPBF_00273	256.0	2.9e-84	0.933	0.903	0.587	UniRef:UniRef50_D4E5B0
contig_1	cds	295549	297165	-	BBGPBF_00274	627.0	4.0e-221	0.985	0.976	0.596	UniRef:UniRef50_D4E5B1
contig_1	cds	297321	297677	+	BBGPBF_00275	242.0	2.6e-82	1.0	0.808	0.992	UniRef:UniRef50_A0A0H3GWX3
contig_1	cds	297841	298761	+	BBGPBF_00276	436.0	3.9e-153	0.990	0.968	0.739	UniRef:UniRef50_A0A7H0ME79
contig_1	cds	299035	300681	+	BBGPBF_00277	701.0	1.2e-248	0.996	0.857	0.654	UniRef:UniRef50_A4WCM3
contig_1	cds	300838	301764	+	BBGPBF_00278	447.0	2.6e-157	0.987	0.905	0.740	UniRef:UniRef50_P52684
contig_1	cds	301754	302656	-	BBGPBF_00279	549.0	6.2e-198	1.0	0.917	0.957	UniRef:UniRef50_A0A0C7KEC6
contig_1	cds	302656	303273	-	BBGPBF_00280	396.0	1.3e-140	0.966	0.892	0.975	UniRef:UniRef50_P71426
contig_1	cds	303277	304236	-	BBGPBF_00281	499.0	9.6e-178	1.038	1.0	0.831	UniRef:UniRef50_A0A0H3CSN5
contig_1	cds	304373	305173	-	BBGPBF_00282	359.0	3.5e-124	1.019	1.0	0.716	UniRef:UniRef50_A0A4S3LMW6
contig_1	cds	305173	306006	-	BBGPBF_00283	-	-	-	-	-	-
contig_1	cds	305999	306298	-	BBGPBF_00284	107.0	6.8e-30	0.970	0.923	0.594	UniRef:UniRef50_O32712
contig_1	cds	306316	307158	-	BBGPBF_00285	307.0	2.1e-102	1.236	0.980	0.549	UniRef:UniRef50_A0A4Q9R2L8
contig_1	cds	307158	308813	-	BBGPBF_00286	858.0	4.2e-312	0.985	0.982	0.764	UniRef:UniRef50_A0A2N7VU81
contig_1	cds	309038	310072	-	BBGPBF_00287	593.0	6.1e-214	1.0	0.920	0.968	UniRef:UniRef50_P0AFS5
contig_1	cds	310515	310877	+	BBGPBF_00288	211.0	1.1e-72	1.0	1.0	0.992	BlastRules:WP_004179723
contig_1	cds	310864	311193	+	BBGPBF_00289	211.0	9.6e-73	1.0	1.0	1.0	BlastRules:WP_002903683
contig_1	cds	311367	312179	-	BBGPBF_00290	310.0	1.3e-104	0.970	0.885	0.557	UniRef:UniRef50_A0A0M2F2K9
contig_1	cds	312661	312765	+	BBGPBF_00291	62.0	8.4e-14	1.0	0.895	0.971	UniRef:UniRef50_A0A377ZQ56
contig_1	cds	313161	313532	+	BBGPBF_00292	-	-	-	-	-	-
contig_1	cds	313709	315196	-	BBGPBF_00293	563.0	4.2e-197	1.057	1.002	0.549	UniRef:UniRef50_A0A085JEK2
contig_1	cds	315536	316786	-	BBGPBF_00294	574.0	1.2e-203	0.942	0.856	0.758	UniRef:UniRef50_P43531
contig_1	cds	316917	317819	+	BBGPBF_00295	479.0	3.1e-170	0.980	0.930	0.833	UniRef:UniRef50_A0A0P9U4N3
contig_1	cds	317940	319163	+	BBGPBF_00296	691.0	1.8e-250	0.998	0.921	0.852	UniRef:UniRef50_P50456
contig_1	cds	319291	319986	+	BBGPBF_00297	405.0	1.6e-143	1.0	1.0	0.883	UniRef:UniRef50_A0A0J1CFJ2
contig_1	cds	319939	321234	-	BBGPBF_00298	733.0	3.5e-266	0.905	0.848	0.995	UniRef:UniRef50_A0A2L1C0B0
contig_1	cds	321368	321976	-	BBGPBF_00299	214.0	4.3e-69	1.010	0.953	0.549	UniRef:UniRef50_A0A2P8VGQ4
contig_1	cds	322018	322875	-	BBGPBF_00300	356.0	2.9e-122	0.884	0.821	0.698	UniRef:UniRef50_P76173
contig_1	cds	322877	323494	-	BBGPBF_00301	385.0	2.5e-136	0.946	0.874	0.866	UniRef:UniRef50_P45003
contig_1	cds	323505	325940	-	BBGPBF_00302	1556.0	0.0	0.937	1.0	0.997	UniRef:UniRef50_A0A486MVR8
contig_1	cds	326091	326360	-	BBGPBF_00303	100.0	1.9e-27	0.910	0.853	0.630	UniRef:UniRef50_A0A1B7L735
contig_1	cds	326462	327172	+	BBGPBF_00304	479.0	1.3e-172	1.0	0.959	0.996	UniRef:UniRef50_A0A087FJD9
contig_1	cds	327166	327726	-	BBGPBF_00305	348.0	1.4e-122	1.005	1.0	0.925	UniRef:UniRef50_P0DKR8
contig_1	cds	327804	328145	-	BBGPBF_00306	-	-	-	-	-	-
contig_1	cds	328290	328616	+	BBGPBF_00307	165.0	9.8e-53	0.843	0.978	0.846	UniRef:UniRef50_A0A3A3FKG6
contig_1	cds	328730	330013	+	BBGPBF_00308	-	-	-	-	-	-
contig_1	cds	330267	331730	+	BBGPBF_00309	963.0	0.0	1.0	0.828	0.996	UniRef:UniRef50_P39160
contig_1	cds	331995	332426	+	BBGPBF_00310	258.0	4.7e-88	1.196	1.0	0.830	UniRef:UniRef50_A0A285B4A3
contig_1	cds	332477	333163	-	BBGPBF_00311	229.0	4.6e-74	0.961	0.952	0.562	UniRef:UniRef50_A7MLC1
contig_1	cds	333255	334004	-	BBGPBF_00312	302.0	1.2e-101	0.984	0.806	0.592	UniRef:UniRef50_P39884
contig_1	cds	334135	336180	+	BBGPBF_00313	1341.0	0.0	1.0	1.001	0.990	UniRef:UniRef50_A0A377X8M5
contig_1	cds	336258	336644	-	BBGPBF_00314	240.0	9.6e-82	0.938	0.916	0.983	UniRef:UniRef50_A0A0H3FVR0
contig_1	cds	336672	337514	+	BBGPBF_00315	449.0	7.1e-159	1.0	0.889	0.779	UniRef:UniRef50_A0A377W1T4
contig_1	cds	337565	338239	-	BBGPBF_00316	338.0	3.0e-117	0.991	0.914	0.698	UniRef:UniRef50_A0AA40NFH5
contig_1	cds	338712	339347	-	BBGPBF_00317	407.0	5.6e-145	1.0	0.925	0.981	UniRef:UniRef50_A0A9P3P832
contig_1	cds	339756	339860	-	BBGPBF_00318	51.2	1.5e-09	1.029	1.0	0.743	UniRef:UniRef50_A0A8B6IMM2
contig_1	ncRNA-region	340300	340364	+	-	94.0	7.9e-16	-	-	-	RFAM:RF01795
contig_1	cds	340358	340831	+	BBGPBF_00319	307.0	5.9e-107	0.994	0.891	0.994	UniRef:UniRef50_A0A6P1Q446
contig_1	cds	340997	341509	+	BBGPBF_00320	163.0	9.7e-50	0.912	0.856	0.568	UniRef:UniRef50_A0A495AE05
contig_1	cds	341530	342747	-	BBGPBF_00321	735.0	9.4e-268	0.911	0.842	0.997	UniRef:UniRef50_A0A0E1GWN2
contig_1	cds	343298	343909	-	BBGPBF_00322	399.0	7.4e-142	1.143	1.0	0.875	UniRef:UniRef50_A0A8B6IR71
contig_1	cds	344205	345146	+	BBGPBF_00323	601.0	3.8e-218	0.978	0.939	0.980	UniRef:UniRef50_A0A658ZYW7
contig_1	cds	345173	346537	-	BBGPBF_00324	748.0	1.1e-271	0.934	0.898	0.998	UniRef:UniRef50_Q46892
contig_1	cds	346595	347377	-	BBGPBF_00325	512.0	3.5e-184	1.215	1.0	0.820	UniRef:UniRef50_D4E8Z7
contig_1	cds	347382	348002	-	BBGPBF_00326	280.0	8.9e-95	0.995	0.891	0.678	UniRef:UniRef50_Q6CZ24
contig_1	cds	347995	349260	-	BBGPBF_00327	425.0	3.4e-145	1.012	0.984	0.533	UniRef:UniRef50_P44093
contig_1	cds	349272	350174	-	BBGPBF_00328	533.0	2.4e-192	0.953	1.0	0.997	UniRef:UniRef50_A0A519FDU3
contig_1	cds	350435	351196	+	BBGPBF_00329	306.0	3.0e-103	0.988	0.883	0.620	UniRef:UniRef50_Q849X9
contig_1	cds	351217	352077	-	BBGPBF_00330	-	-	1.0	1.0	1.0	NCBIProtein:WP_004179754.1
contig_1	cds	352375	352635	+	BBGPBF_00331	-	-	-	-	-	-
contig_1	cds	352722	353810	+	BBGPBF_00332	442.0	1.4e-153	0.992	0.916	0.616	UniRef:UniRef50_A8ARP7
contig_1	cds	353841	355106	-	BBGPBF_00333	731.0	2.2e-266	0.986	0.986	0.918	UniRef:UniRef50_A0A8G2E8C2
contig_1	cds	355161	358268	-	BBGPBF_00334	1511.0	0.0	0.986	0.961	0.692	UniRef:UniRef50_P06219
contig_1	cds	358465	359529	+	BBGPBF_00335	465.0	2.9e-163	1.006	0.981	0.677	UniRef:UniRef50_P06220
contig_1	cds	359783	360223	+	BBGPBF_00336	183.0	1.1e-58	0.986	0.986	0.611	UniRef:UniRef50_A0A085G0J9
contig_1	cds	360276	360494	-	BBGPBF_00337	148.0	4.3e-47	1.0	1.0	1.0	UniRef:UniRef50_A0A0H3GN26
contig_1	cds	360460	361557	-	BBGPBF_00338	711.0	3.4e-259	0.989	0.847	1.0	UniRef:UniRef50_A0A0C7K724
contig_1	cds	361625	362023	+	BBGPBF_00339	150.0	8.4e-46	0.985	0.818	0.577	UniRef:UniRef50_V4NMF6
contig_1	cds	362172	363275	+	BBGPBF_00340	733.0	4.3e-268	0.967	0.864	0.992	UniRef:UniRef50_A0A932AVI0
contig_1	cds	363447	364718	+	BBGPBF_00341	548.0	5.3e-194	0.894	0.911	0.693	UniRef:UniRef50_A0A4P6KY06
contig_1	cds	364780	366354	+	BBGPBF_00342	724.0	1.7e-259	0.971	0.907	0.774	UniRef:UniRef50_A7MLB8
contig_1	cds	366354	367427	+	BBGPBF_00343	431.0	9.0e-150	0.961	0.932	0.647	UniRef:UniRef50_A8AGS9
contig_1	cds	367427	368224	+	BBGPBF_00344	276.0	2.1e-91	0.909	0.893	0.585	UniRef:UniRef50_A0A399H527
contig_1	cds	368234	368932	+	BBGPBF_00345	360.0	5.1e-125	1.0	0.847	0.784	UniRef:UniRef50_W9B7Y2
contig_1	cds	368968	369450	-	BBGPBF_00346	254.0	1.1e-86	0.875	1.0	0.936	UniRef:UniRef50_A0A377W222
contig_1	cds	369580	370776	-	BBGPBF_00347	427.0	5.3e-146	0.975	0.853	0.554	UniRef:UniRef50_P31126
contig_1	cds	370972	371871	+	BBGPBF_00348	312.0	2.8e-104	1.057	0.963	0.551	UniRef:UniRef50_D2BZL8
contig_1	cds	371921	372139	-	BBGPBF_00349	84.7	1.1e-21	0.972	0.886	0.600	UniRef:UniRef50_P31121
contig_1	cds	372180	372554	-	BBGPBF_00350	238.0	1.1e-80	0.992	0.837	0.935	UniRef:UniRef50_P0A2S4
contig_1	cds	372575	373009	-	BBGPBF_00351	238.0	3.3e-80	0.993	0.867	0.825	UniRef:UniRef50_P27245
contig_1	cds	373271	373939	+	BBGPBF_00352	352.0	1.4e-122	0.887	0.804	0.919	UniRef:UniRef50_P0AEY1
contig_1	cds	374008	375207	-	BBGPBF_00353	602.0	8.4e-215	1.180	0.998	0.701	UniRef:UniRef50_P31122
contig_1	cds	375409	376203	+	BBGPBF_00354	422.0	9.0e-149	0.996	0.916	0.753	UniRef:UniRef50_A8AFW4
contig_1	cds	376249	377568	-	BBGPBF_00355	588.0	2.8e-208	0.941	0.816	0.685	UniRef:UniRef50_W9B7Y9
contig_1	cds	377632	378582	-	BBGPBF_00356	360.0	7.8e-123	1.0	0.969	0.573	UniRef:UniRef50_A0A9Q7ZSF7
contig_1	cds	378668	379552	-	BBGPBF_00357	457.0	1.7e-161	1.099	0.991	0.728	UniRef:UniRef50_D2TIF2
contig_1	cds	379567	380715	-	BBGPBF_00358	452.0	6.3e-157	0.984	0.940	0.614	UniRef:UniRef50_A0A181U4S5
contig_1	cds	380890	382125	+	BBGPBF_00359	756.0	3.3e-276	1.061	1.0	0.922	UniRef:UniRef50_A0A0H3GSP0
contig_1	cds	382118	383104	+	BBGPBF_00360	506.0	5.6e-180	1.0	0.953	0.744	UniRef:UniRef50_P58718
contig_1	cds	383106	383867	+	BBGPBF_00361	371.0	9.1e-129	1.004	0.836	0.756	UniRef:UniRef50_A0A0H3CK74
contig_1	cds	383882	384826	-	BBGPBF_00362	513.0	2.8e-183	1.0	0.915	0.812	UniRef:UniRef50_Q8Y6Z6
contig_1	cds	384971	385453	+	BBGPBF_00363	-	-	-	-	-	-
contig_1	cds	385407	386285	-	BBGPBF_00364	385.0	2.4e-133	0.973	0.887	0.662	UniRef:UniRef50_P77309
contig_1	cds	386387	387775	+	BBGPBF_00365	467.0	1.0e-159	0.974	0.841	0.553	UniRef:UniRef50_P76149
contig_1	cds	387856	388782	+	BBGPBF_00366	302.0	4.6e-100	0.981	0.896	0.510	UniRef:UniRef50_A0A6S6WN78
contig_1	cds	388782	389150	+	BBGPBF_00367	139.0	1.1e-41	0.844	0.805	0.631	UniRef:UniRef50_W7E836
contig_1	cds	389265	390689	+	BBGPBF_00368	766.0	3.4e-278	0.979	0.945	0.849	UniRef:UniRef50_W9BG95
contig_1	cds	390767	391297	+	BBGPBF_00369	187.0	7.9e-59	0.989	0.883	0.575	UniRef:UniRef50_A0A0J1PP32
contig_1	cds	391411	392862	+	BBGPBF_00370	649.0	8.3e-232	0.998	0.984	0.649	UniRef:UniRef50_A8AGR0
contig_1	cds	393116	393562	+	BBGPBF_00371	167.0	2.3e-52	0.980	0.973	0.503	UniRef:UniRef50_F8EUZ2
contig_1	cds	393627	393725	+	BBGPBF_00372	61.6	9.9e-14	1.0	1.0	0.938	UniRef:UniRef50_A0A0H3FSH2
contig_1	cds	394131	394847	+	BBGPBF_00373	450.0	4.7e-161	1.017	1.0	0.979	UniRef:UniRef50_A0A483S9E3
contig_1	cds	394852	395046	+	BBGPBF_00374	-	-	-	-	-	-
contig_1	cds	395596	395976	-	BBGPBF_00375	252.0	4.0e-86	1.0	0.857	0.984	UniRef:UniRef50_A0A0H3GPQ0
contig_1	cds	395967	396287	-	BBGPBF_00376	190.0	1.7e-62	0.962	0.872	0.941	UniRef:UniRef50_A0A6S4T8V0
contig_1	cds	396448	397209	-	BBGPBF_00377	255.0	1.9e-83	1.0	0.910	0.510	UniRef:UniRef50_J2W0T7
contig_1	cds	397418	397708	-	BBGPBF_00378	186.0	5.7e-61	1.0	0.881	0.906	UniRef:UniRef50_A0A1Y6GJ63
contig_1	cds	397937	399124	-	BBGPBF_00379	712.0	1.8e-258	0.987	0.835	0.954	UniRef:UniRef50_A0A060VN85
contig_1	cds	399280	399702	-	BBGPBF_00380	177.0	1.8e-56	0.907	0.864	0.583	UniRef:UniRef50_C9Y5C7
contig_1	cds	399911	400546	+	BBGPBF_00381	224.0	1.4e-72	0.938	0.925	0.616	UniRef:UniRef50_A0A2N4YNS0
contig_1	cds	400556	401068	+	BBGPBF_00382	-	-	-	-	-	-
contig_1	cds	401065	401910	-	BBGPBF_00383	508.0	3.8e-182	0.950	0.873	0.981	UniRef:UniRef50_A0A223UBD8
contig_1	cds	402000	403058	+	BBGPBF_00384	420.0	3.4e-145	0.997	0.936	0.615	UniRef:UniRef50_A0AAJ5UGI5
contig_1	cds	403069	403740	-	BBGPBF_00385	401.0	8.4e-142	1.0	0.885	0.933	UniRef:UniRef50_A0A060VHV9
contig_1	cds	403725	404516	-	BBGPBF_00386	251.0	1.5e-81	0.916	0.820	0.544	UniRef:UniRef50_A0A6D2GCF5
contig_1	cds	404513	405319	-	BBGPBF_00387	355.0	1.2e-122	0.951	0.911	0.733	UniRef:UniRef50_A0A4S7W2B1
contig_1	cds	405343	406371	-	BBGPBF_00388	566.0	2.9e-203	0.906	0.822	0.894	UniRef:UniRef50_A0A447RHI4
contig_1	cds	406654	406917	+	BBGPBF_00389	116.0	9.9e-34	1.011	0.936	0.602	UniRef:UniRef50_A0A367D824
contig_1	cds	406939	407250	+	BBGPBF_00390	155.0	8.2e-49	0.951	0.824	0.714	UniRef:UniRef50_A0A4P0Y210
contig_1	cds	407427	408182	+	BBGPBF_00391	484.0	3.8e-174	0.976	0.918	0.980	UniRef:UniRef50_A0A0H3GXD0
contig_1	cds	408192	409136	-	BBGPBF_00392	376.0	6.9e-129	0.997	0.869	0.620	UniRef:UniRef50_A0A3M3X5I7
contig_1	cds	409242	410480	+	BBGPBF_00393	408.0	9.3e-139	0.964	0.906	0.582	UniRef:UniRef50_W1N1V6
contig_1	cds	410457	411431	-	BBGPBF_00394	642.0	3.0e-236	1.009	0.985	0.976	BlastRules:WP_107685440
contig_1	cds	411443	412480	-	BBGPBF_00395	736.0	7.1e-273	1.0	1.0	1.0	BlastRules:WP_002904779
contig_1	cds	412606	413529	+	BBGPBF_00396	581.0	1.0e-212	1.0	1.0	0.997	BlastRules:WP_002904781
contig_1	cds	413510	414664	-	BBGPBF_00397	769.0	2.0e-281	1.0	0.848	0.984	UniRef:UniRef50_A6T923
contig_1	cds	415010	416389	+	BBGPBF_00398	567.0	2.8e-200	1.007	1.0	0.628	UniRef:UniRef50_A0A377W1A7
contig_1	cds	416367	416867	+	BBGPBF_00399	259.0	3.3e-88	0.867	1.0	0.958	UniRef:UniRef50_A0A379AKA0
contig_1	cds	416864	417190	+	BBGPBF_00400	116.0	4.7e-33	1.0	0.908	0.593	UniRef:UniRef50_A0A6M8RQ98
contig_1	cds	417556	417843	+	BBGPBF_00401	170.0	4.6e-55	0.895	0.885	0.976	UniRef:UniRef50_P23873
contig_1	cds	417843	419165	+	BBGPBF_00402	665.0	2.6e-239	1.048	0.991	0.727	UniRef:UniRef50_A0A376J785
contig_1	cds	419182	420474	-	BBGPBF_00403	679.0	4.3e-244	1.0	0.843	0.781	UniRef:UniRef50_P64426
contig_1	cds	420616	421620	-	BBGPBF_00404	645.0	2.8e-235	1.009	1.0	0.967	UniRef:UniRef50_A0A0C7K737
contig_1	cds	421608	424109	-	BBGPBF_00405	1503.0	0.0	0.929	0.840	0.984	UniRef:UniRef50_A0A486D3F5
contig_1	cds	424125	424820	-	BBGPBF_00406	458.0	1.3e-164	1.0	0.975	0.987	UniRef:UniRef50_A0A483LHG8
contig_1	cds	424897	425460	-	BBGPBF_00407	335.0	2.5e-117	0.995	0.930	0.989	UniRef:UniRef50_W8UI31
contig_1	cds	425906	426193	+	BBGPBF_00408	194.0	3.8e-64	1.0	0.848	1.0	UniRef:UniRef50_A0A0H3GST4
contig_1	cds	426414	427196	-	BBGPBF_00409	379.0	2.2e-131	0.973	0.806	0.711	UniRef:UniRef50_A0A0Q5UU46
contig_1	cds	427177	427395	-	BBGPBF_00410	135.0	5.4e-42	1.0	0.935	0.917	UniRef:UniRef50_A0A427K711
contig_1	cds	427685	427933	-	BBGPBF_00411	94.0	6.0e-25	1.0	0.845	0.561	UniRef:UniRef50_A0A0F1R5I5
contig_1	cds	428230	429885	+	BBGPBF_00412	775.0	1.0e-278	0.993	0.948	0.682	UniRef:UniRef50_A0A4U9DA48
contig_1	cds	429919	430848	-	BBGPBF_00413	618.0	2.1e-227	1.0	0.994	0.990	BlastRules:WP_004190148
contig_1	cds	431042	431182	-	BBGPBF_00414	-	-	-	-	-	-
contig_1	cds	431207	431446	-	BBGPBF_00415	143.0	6.8e-45	1.0	1.0	0.861	UniRef:UniRef50_A0A3N2S3S3
contig_1	cds	431863	432306	-	BBGPBF_00416	251.0	2.3e-85	0.891	0.862	0.954	UniRef:UniRef50_A0A0T9LYC4
contig_1	cds	432296	433741	-	BBGPBF_00417	890.0	0.0	0.973	0.811	0.998	UniRef:UniRef50_B5XQP2
